matchday,date,season,apoints,awin,AwayTeam,HomeTeam,FTHG,FTAG,covid19,HAdyad
11,2014-11-08,1415,0,0,Stuttgart,Werder Bremen,2,0,0,Werder BremenStuttgart
11,2014-11-09,1415,0,0,M'gladbach,Dortmund,1,0,0,DortmundM'gladbach
11,2014-11-09,1415,0,0,Hamburg,Wolfsburg,2,0,0,WolfsburgHamburg
12,2014-11-22,1415,0,0,Hoffenheim,Bayern Munich,4,0,0,Bayern MunichHoffenheim
12,2014-11-22,1415,3,1,Hertha,FC Koln,1,2,0,FC KolnHertha
12,2014-11-22,1415,3,1,Leverkusen,Hannover,1,3,0,HannoverLeverkusen
12,2014-11-22,1415,3,1,Ein Frankfurt,M'gladbach,1,3,0,M'gladbachEin Frankfurt
12,2014-11-22,1415,1,0,Freiburg,Mainz,2,2,0,MainzFreiburg
12,2014-11-22,1415,1,0,Dortmund,Paderborn,2,2,0,PaderbornDortmund
12,2014-11-22,1415,0,0,Wolfsburg,Schalke 04,3,2,0,Schalke 04Wolfsburg
12,2014-11-23,1415,0,0,Werder Bremen,Hamburg,2,0,0,HamburgWerder Bremen
12,2014-11-23,1415,3,1,Augsburg,Stuttgart,0,1,0,StuttgartAugsburg
13,2014-11-28,1415,3,1,Stuttgart,Freiburg,1,4,0,FreiburgStuttgart
13,2014-11-29,1415,0,0,Hamburg,Augsburg,3,1,0,AugsburgHamburg
13,2014-11-29,1415,3,1,Bayern Munich,Hertha,0,1,0,HerthaBayern Munich
13,2014-11-29,1415,0,0,Hannover,Hoffenheim,4,3,0,HoffenheimHannover
13,2014-11-29,1415,0,0,FC Koln,Leverkusen,5,1,0,LeverkusenFC Koln
13,2014-11-29,1415,0,0,Mainz,Schalke 04,4,1,0,Schalke 04Mainz
13,2014-11-29,1415,0,0,Paderborn,Werder Bremen,4,0,0,Werder BremenPaderborn
13,2014-11-30,1415,0,0,Dortmund,Ein Frankfurt,2,0,0,Ein FrankfurtDortmund
13,2014-11-30,1415,0,0,M'gladbach,Wolfsburg,1,0,0,WolfsburgM'gladbach
14,2014-12-05,1415,0,0,Hoffenheim,Dortmund,1,0,0,DortmundHoffenheim
14,2014-12-06,1415,0,0,Leverkusen,Bayern Munich,1,0,0,Bayern MunichLeverkusen
14,2014-12-06,1415,3,1,Augsburg,FC Koln,1,2,0,FC KolnAugsburg
14,2014-12-06,1415,3,1,Wolfsburg,Hannover,1,3,0,HannoverWolfsburg
14,2014-12-06,1415,0,0,Hertha,M'gladbach,3,2,0,M'gladbachHertha
14,2014-12-06,1415,1,0,Freiburg,Paderborn,1,1,0,PaderbornFreiburg
14,2014-12-06,1415,3,1,Schalke 04,Stuttgart,0,4,0,StuttgartSchalke 04
14,2014-12-07,1415,0,0,Werder Bremen,Ein Frankfurt,5,2,0,Ein FrankfurtWerder Bremen
14,2014-12-07,1415,0,0,Mainz,Hamburg,2,1,0,HamburgMainz
15,2014-12-12,1415,0,0,Ein Frankfurt,Hoffenheim,3,2,0,HoffenheimEin Frankfurt
15,2014-12-13,1415,3,1,Bayern Munich,Augsburg,0,4,0,AugsburgBayern Munich
15,2014-12-13,1415,1,0,Hamburg,Freiburg,0,0,0,FreiburgHamburg
15,2014-12-13,1415,0,0,Dortmund,Hertha,1,0,0,HerthaDortmund
15,2014-12-13,1415,1,0,Stuttgart,Mainz,1,1,0,MainzStuttgart
15,2014-12-13,1415,3,1,FC Koln,Schalke 04,1,2,0,Schalke 04FC Koln
15,2014-12-13,1415,1,0,Hannover,Werder Bremen,3,3,0,Werder BremenHannover
15,2014-12-14,1415,1,0,M'gladbach,Leverkusen,1,1,0,LeverkusenM'gladbach
15,2014-12-14,1415,1,0,Paderborn,Wolfsburg,1,1,0,WolfsburgPaderborn
16,2014-12-16,1415,0,0,Freiburg,Bayern Munich,2,0,0,Bayern MunichFreiburg
16,2014-12-16,1415,1,0,Mainz,FC Koln,0,0,0,FC KolnMainz
16,2014-12-16,1415,3,1,Stuttgart,Hamburg,0,1,0,HamburgStuttgart
16,2014-12-16,1415,0,0,Augsburg,Hannover,2,0,0,HannoverAugsburg
16,2014-12-17,1415,1,0,Wolfsburg,Dortmund,2,2,0,DortmundWolfsburg
16,2014-12-17,1415,1,0,Hertha,Ein Frankfurt,4,4,0,Ein FrankfurtHertha
16,2014-12-17,1415,3,1,Leverkusen,Hoffenheim,0,1,0,HoffenheimLeverkusen
16,2014-12-17,1415,0,0,Werder Bremen,M'gladbach,4,1,0,M'gladbachWerder Bremen
16,2014-12-17,1415,3,1,Schalke 04,Paderborn,1,2,0,PaderbornSchalke 04
17,2014-12-19,1415,3,1,Bayern Munich,Mainz,1,2,0,MainzBayern Munich
17,2014-12-20,1415,0,0,M'gladbach,Augsburg,2,1,0,AugsburgM'gladbach
17,2014-12-20,1415,1,0,Ein Frankfurt,Leverkusen,1,1,0,LeverkusenEin Frankfurt
17,2014-12-20,1415,1,0,Hamburg,Schalke 04,0,0,0,Schalke 04Hamburg
17,2014-12-20,1415,1,0,Paderborn,Stuttgart,0,0,0,StuttgartPaderborn
17,2014-12-20,1415,0,0,Dortmund,Werder Bremen,2,1,0,Werder BremenDortmund
17,2014-12-20,1415,0,0,FC Koln,Wolfsburg,2,1,0,WolfsburgFC Koln
17,2014-12-21,1415,1,0,Hannover,Freiburg,2,2,0,FreiburgHannover
17,2014-12-21,1415,3,1,Hoffenheim,Hertha,0,5,0,HerthaHoffenheim
18,2015-02-01,1415,0,0,Hoffenheim,Augsburg,3,1,0,AugsburgHoffenheim
18,2015-02-01,1415,0,0,Hertha,Werder Bremen,2,0,0,Werder BremenHertha
18,2015-01-30,1415,0,0,Bayern Munich,Wolfsburg,4,1,0,WolfsburgBayern Munich
18,2015-01-31,1415,0,0,Ein Frankfurt,Freiburg,4,1,0,FreiburgEin Frankfurt
18,2015-01-31,1415,3,1,FC Koln,Hamburg,0,2,0,HamburgFC Koln
18,2015-01-31,1415,1,0,Dortmund,Leverkusen,0,0,0,LeverkusenDortmund
18,2015-01-31,1415,0,0,Paderborn,Mainz,5,0,0,MainzPaderborn
18,2015-01-31,1415,0,0,Hannover,Schalke 04,1,0,0,Schalke 04Hannover
18,2015-01-31,1415,3,1,M'gladbach,Stuttgart,0,1,0,StuttgartM'gladbach
19,2015-02-03,1415,1,0,Schalke 04,Bayern Munich,1,1,0,Bayern MunichSchalke 04
19,2015-02-03,1415,1,0,Wolfsburg,Ein Frankfurt,1,1,0,Ein FrankfurtWolfsburg
19,2015-02-03,1415,1,0,Mainz,Hannover,1,1,0,HannoverMainz
19,2015-02-03,1415,0,0,Freiburg,M'gladbach,1,0,0,M'gladbachFreiburg
19,2015-02-04,1415,3,1,Augsburg,Dortmund,0,1,0,DortmundAugsburg
19,2015-02-04,1415,1,0,Stuttgart,FC Koln,0,0,0,FC KolnStuttgart
19,2015-02-04,1415,3,1,Leverkusen,Hertha,0,1,0,HerthaLeverkusen
19,2015-02-04,1415,3,1,Werder Bremen,Hoffenheim,1,2,0,HoffenheimWerder Bremen
19,2015-02-04,1415,3,1,Hamburg,Paderborn,0,3,0,PaderbornHamburg
20,2015-02-06,1415,0,0,M'gladbach,Schalke 04,1,0,0,Schalke 04M'gladbach
20,2015-02-07,1415,1,0,Paderborn,FC Koln,0,0,0,FC KolnPaderborn
20,2015-02-07,1415,3,1,Dortmund,Freiburg,0,3,0,FreiburgDortmund
20,2015-02-07,1415,0,0,Hannover,Hamburg,2,1,0,HamburgHannover
20,2015-02-07,1415,3,1,Hertha,Mainz,0,2,0,MainzHertha
20,2015-02-07,1415,3,1,Bayern Munich,Stuttgart,0,2,0,StuttgartBayern Munich
20,2015-02-07,1415,0,0,Hoffenheim,Wolfsburg,3,0,0,WolfsburgHoffenheim
20,2015-02-08,1415,1,0,Ein Frankfurt,Augsburg,2,2,0,AugsburgEin Frankfurt
20,2015-02-08,1415,0,0,Leverkusen,Werder Bremen,2,1,0,Werder BremenLeverkusen
21,2015-02-13,1415,0,0,Mainz,Dortmund,4,2,0,DortmundMainz
21,2015-02-14,1415,0,0,Hamburg,Bayern Munich,8,0,0,Bayern MunichHamburg
21,2015-02-14,1415,0,0,Schalke 04,Ein Frankfurt,1,0,0,Ein FrankfurtSchalke 04
21,2015-02-14,1415,0,0,Stuttgart,Hoffenheim,2,1,0,HoffenheimStuttgart
21,2015-02-14,1415,3,1,Wolfsburg,Leverkusen,4,5,0,LeverkusenWolfsburg
21,2015-02-14,1415,0,0,FC Koln,M'gladbach,1,0,0,M'gladbachFC Koln
21,2015-02-14,1415,0,0,Augsburg,Werder Bremen,3,2,0,Werder BremenAugsburg
21,2015-02-15,1415,3,1,Paderborn,Hannover,1,2,0,HannoverPaderborn
21,2015-02-15,1415,3,1,Freiburg,Hertha,0,2,0,HerthaFreiburg
22,2015-02-20,1415,3,1,Dortmund,Stuttgart,2,3,0,StuttgartDortmund
22,2015-02-21,1415,1,0,Leverkusen,Augsburg,2,2,0,AugsburgLeverkusen
22,2015-02-21,1415,1,0,Hannover,FC Koln,1,1,0,FC KolnHannover
22,2015-02-21,1415,1,0,Hoffenheim,Freiburg,1,1,0,FreiburgHoffenheim
22,2015-02-21,1415,0,0,Ein Frankfurt,Mainz,3,1,0,MainzEin Frankfurt
22,2015-02-21,1415,3,1,Bayern Munich,Paderborn,0,6,0,PaderbornBayern Munich
22,2015-02-21,1415,1,0,Werder Bremen,Schalke 04,1,1,0,Schalke 04Werder Bremen
22,2015-02-22,1415,1,0,M'gladbach,Hamburg,1,1,0,HamburgM'gladbach
22,2015-02-22,1415,0,0,Hertha,Wolfsburg,2,1,0,WolfsburgHertha
23,2015-03-01,1415,0,0,Paderborn,M'gladbach,2,0,0,M'gladbachPaderborn
23,2015-03-01,1415,3,1,Wolfsburg,Werder Bremen,3,5,0,Werder BremenWolfsburg
23,2015-02-27,1415,0,0,FC Koln,Bayern Munich,4,1,0,Bayern MunichFC Koln
23,2015-02-28,1415,0,0,Schalke 04,Dortmund,3,0,0,DortmundSchalke 04
23,2015-02-28,1415,0,0,Hamburg,Ein Frankfurt,2,1,0,Ein FrankfurtHamburg
23,2015-02-28,1415,1,0,Stuttgart,Hannover,1,1,0,HannoverStuttgart
23,2015-02-28,1415,0,0,Augsburg,Hertha,1,0,0,HerthaAugsburg
23,2015-02-28,1415,0,0,Mainz,Hoffenheim,2,0,0,HoffenheimMainz
23,2015-02-28,1415,0,0,Freiburg,Leverkusen,1,0,0,LeverkusenFreiburg
24,2015-03-06,1415,1,0,Hertha,Stuttgart,0,0,0,StuttgartHertha
24,2015-03-07,1415,0,0,Wolfsburg,Augsburg,1,0,0,AugsburgWolfsburg
24,2015-03-07,1415,3,1,Werder Bremen,Freiburg,0,1,0,FreiburgWerder Bremen
24,2015-03-07,1415,1,0,Dortmund,Hamburg,0,0,0,HamburgDortmund
24,2015-03-07,1415,3,1,Bayern Munich,Hannover,1,3,0,HannoverBayern Munich
24,2015-03-07,1415,1,0,M'gladbach,Mainz,2,2,0,MainzM'gladbach
24,2015-03-07,1415,0,0,Hoffenheim,Schalke 04,3,1,0,Schalke 04Hoffenheim
24,2015-03-08,1415,0,0,Ein Frankfurt,FC Koln,4,2,0,FC KolnEin Frankfurt
24,2015-03-08,1415,3,1,Leverkusen,Paderborn,0,3,0,PaderbornLeverkusen
25,2015-03-13,1415,0,0,Stuttgart,Leverkusen,4,0,0,LeverkusenStuttgart
25,2015-03-14,1415,3,1,Mainz,Augsburg,0,2,0,AugsburgMainz
25,2015-03-14,1415,1,0,FC Koln,Dortmund,0,0,0,DortmundFC Koln
25,2015-03-14,1415,0,0,Paderborn,Ein Frankfurt,4,0,0,Ein FrankfurtPaderborn
25,2015-03-14,1415,1,0,Schalke 04,Hertha,2,2,0,HerthaSchalke 04
25,2015-03-14,1415,0,0,Hamburg,Hoffenheim,3,0,0,HoffenheimHamburg
25,2015-03-14,1415,3,1,Bayern Munich,Werder Bremen,0,4,0,Werder BremenBayern Munich
25,2015-03-15,1415,0,0,Hannover,M'gladbach,2,0,0,M'gladbachHannover
25,2015-03-15,1415,0,0,Freiburg,Wolfsburg,3,0,0,WolfsburgFreiburg
26,2015-03-20,1415,3,1,Hertha,Hamburg,0,1,0,HamburgHertha
26,2015-03-21,1415,1,0,Werder Bremen,FC Koln,1,1,0,FC KolnWerder Bremen
26,2015-03-21,1415,0,0,Augsburg,Freiburg,2,0,0,FreiburgAugsburg
26,2015-03-21,1415,3,1,Dortmund,Hannover,2,3,0,HannoverDortmund
26,2015-03-21,1415,1,0,Hoffenheim,Paderborn,0,0,0,PaderbornHoffenheim
26,2015-03-21,1415,3,1,Leverkusen,Schalke 04,0,1,0,Schalke 04Leverkusen
26,2015-03-21,1415,0,0,Ein Frankfurt,Stuttgart,3,1,0,StuttgartEin Frankfurt
26,2015-03-22,1415,3,1,M'gladbach,Bayern Munich,0,2,0,Bayern MunichM'gladbach
26,2015-03-22,1415,1,0,Wolfsburg,Mainz,1,1,0,MainzWolfsburg
27,2015-04-04,1415,3,1,Bayern Munich,Dortmund,0,1,0,DortmundBayern Munich
27,2015-04-04,1415,1,0,Hannover,Ein Frankfurt,2,2,0,Ein FrankfurtHannover
27,2015-04-04,1415,0,0,FC Koln,Freiburg,1,0,0,FreiburgFC Koln
27,2015-04-04,1415,3,1,M'gladbach,Hoffenheim,1,4,0,HoffenheimM'gladbach
27,2015-04-04,1415,0,0,Hamburg,Leverkusen,4,0,0,LeverkusenHamburg
27,2015-04-04,1415,1,0,Mainz,Werder Bremen,0,0,0,Werder BremenMainz
27,2015-04-04,1415,0,0,Stuttgart,Wolfsburg,3,1,0,WolfsburgStuttgart
27,2015-04-05,1415,1,0,Schalke 04,Augsburg,0,0,0,AugsburgSchalke 04
27,2015-04-05,1415,0,0,Paderborn,Hertha,2,0,0,HerthaPaderborn
28,2015-04-10,1415,1,0,Hertha,Hannover,1,1,0,HannoverHertha
28,2015-04-11,1415,0,0,Ein Frankfurt,Bayern Munich,3,0,0,Bayern MunichEin Frankfurt
28,2015-04-11,1415,3,1,Wolfsburg,Hamburg,0,2,0,HamburgWolfsburg
28,2015-04-11,1415,0,0,Dortmund,M'gladbach,3,1,0,M'gladbachDortmund
28,2015-04-11,1415,3,1,Leverkusen,Mainz,2,3,0,MainzLeverkusen
28,2015-04-11,1415,0,0,Augsburg,Paderborn,2,1,0,PaderbornAugsburg
28,2015-04-11,1415,1,0,Freiburg,Schalke 04,0,0,0,Schalke 04Freiburg
28,2015-04-12,1415,0,0,Hoffenheim,FC Koln,3,2,0,FC KolnHoffenheim
28,2015-04-12,1415,0,0,Werder Bremen,Stuttgart,3,2,0,StuttgartWerder Bremen
29,2015-04-17,1415,1,0,M'gladbach,Ein Frankfurt,0,0,0,Ein FrankfurtM'gladbach
29,2015-04-18,1415,0,0,Stuttgart,Augsburg,2,1,0,AugsburgStuttgart
29,2015-04-18,1415,0,0,Paderborn,Dortmund,3,0,0,DortmundPaderborn
29,2015-04-18,1415,3,1,Mainz,Freiburg,2,3,0,FreiburgMainz
29,2015-04-18,1415,1,0,FC Koln,Hertha,0,0,0,HerthaFC Koln
29,2015-04-18,1415,3,1,Bayern Munich,Hoffenheim,0,2,0,HoffenheimBayern Munich
29,2015-04-18,1415,0,0,Hannover,Leverkusen,4,0,0,LeverkusenHannover
29,2015-04-19,1415,0,0,Hamburg,Werder Bremen,1,0,0,Werder BremenHamburg
29,2015-04-19,1415,1,0,Schalke 04,Wolfsburg,1,1,0,WolfsburgSchalke 04
30,2015-04-24,1415,0,0,Schalke 04,Mainz,2,0,0,MainzSchalke 04
30,2015-04-25,1415,0,0,Hertha,Bayern Munich,1,0,0,Bayern MunichHertha
30,2015-04-25,1415,0,0,Ein Frankfurt,Dortmund,2,0,0,DortmundEin Frankfurt
30,2015-04-25,1415,1,0,Leverkusen,FC Koln,1,1,0,FC KolnLeverkusen
30,2015-04-25,1415,0,0,Augsburg,Hamburg,3,2,0,HamburgAugsburg
30,2015-04-25,1415,3,1,Hoffenheim,Hannover,1,2,0,HannoverHoffenheim
30,2015-04-25,1415,1,0,Freiburg,Stuttgart,2,2,0,StuttgartFreiburg
30,2015-04-26,1415,0,0,Wolfsburg,M'gladbach,1,0,0,M'gladbachWolfsburg
30,2015-04-26,1415,1,0,Werder Bremen,Paderborn,2,2,0,PaderbornWerder Bremen
31,2015-05-02,1415,1,0,FC Koln,Augsburg,0,0,0,AugsburgFC Koln
31,2015-05-02,1415,3,1,Paderborn,Freiburg,1,2,0,FreiburgPaderborn
31,2015-05-02,1415,1,0,Dortmund,Hoffenheim,1,1,0,HoffenheimDortmund
31,2015-05-02,1415,0,0,Bayern Munich,Leverkusen,2,0,0,LeverkusenBayern Munich
31,2015-05-02,1415,0,0,Stuttgart,Schalke 04,3,2,0,Schalke 04Stuttgart
31,2015-05-02,1415,0,0,Ein Frankfurt,Werder Bremen,1,0,0,Werder BremenEin Frankfurt
31,2015-05-02,1415,1,0,Hannover,Wolfsburg,2,2,0,WolfsburgHannover
31,2015-05-03,1415,3,1,M'gladbach,Hertha,1,2,0,HerthaM'gladbach
31,2015-05-03,1415,3,1,Hamburg,Mainz,1,2,0,MainzHamburg
32,2015-05-08,1415,1,0,Freiburg,Hamburg,1,1,0,HamburgFreiburg
32,2015-05-09,1415,3,1,Augsburg,Bayern Munich,0,1,0,Bayern MunichAugsburg
32,2015-05-09,1415,0,0,Hertha,Dortmund,2,0,0,DortmundHertha
32,2015-05-09,1415,0,0,Hoffenheim,Ein Frankfurt,3,1,0,Ein FrankfurtHoffenheim
32,2015-05-09,1415,1,0,Werder Bremen,Hannover,1,1,0,HannoverWerder Bremen
32,2015-05-09,1415,0,0,Leverkusen,M'gladbach,3,0,0,M'gladbachLeverkusen
32,2015-05-09,1415,0,0,Mainz,Stuttgart,2,0,0,StuttgartMainz
32,2015-05-10,1415,0,0,Schalke 04,FC Koln,2,0,0,FC KolnSchalke 04
32,2015-05-10,1415,3,1,Wolfsburg,Paderborn,1,3,0,PaderbornWolfsburg
33,2015-05-16,1415,3,1,Hannover,Augsburg,1,2,0,AugsburgHannover
33,2015-05-16,1415,0,0,Bayern Munich,Freiburg,2,1,0,FreiburgBayern Munich
33,2015-05-16,1415,1,0,Ein Frankfurt,Hertha,0,0,0,HerthaEin Frankfurt
33,2015-05-16,1415,0,0,Hoffenheim,Leverkusen,2,0,0,LeverkusenHoffenheim
33,2015-05-16,1415,0,0,FC Koln,Mainz,2,0,0,MainzFC Koln
33,2015-05-16,1415,0,0,Paderborn,Schalke 04,1,0,0,Schalke 04Paderborn
33,2015-05-16,1415,0,0,Hamburg,Stuttgart,2,1,0,StuttgartHamburg
33,2015-05-16,1415,3,1,M'gladbach,Werder Bremen,0,2,0,Werder BremenM'gladbach
33,2015-05-16,1415,0,0,Dortmund,Wolfsburg,2,1,0,WolfsburgDortmund
34,2015-05-23,1415,0,0,Mainz,Bayern Munich,2,0,0,Bayern MunichMainz
34,2015-05-23,1415,0,0,Werder Bremen,Dortmund,3,2,0,DortmundWerder Bremen
34,2015-05-23,1415,0,0,Leverkusen,Ein Frankfurt,2,1,0,Ein FrankfurtLeverkusen
34,2015-05-23,1415,1,0,Wolfsburg,FC Koln,2,2,0,FC KolnWolfsburg
34,2015-05-23,1415,0,0,Schalke 04,Hamburg,2,0,0,HamburgSchalke 04
34,2015-05-23,1415,0,0,Freiburg,Hannover,2,1,0,HannoverFreiburg
34,2015-05-23,1415,0,0,Hertha,Hoffenheim,2,1,0,HoffenheimHertha
34,2015-05-23,1415,3,1,Augsburg,M'gladbach,1,3,0,M'gladbachAugsburg
34,2015-05-23,1415,3,1,Stuttgart,Paderborn,1,2,0,PaderbornStuttgart
1,2015-08-14,1516,0,0,Hamburg,Bayern Munich,5,0,0,Bayern MunichHamburg
1,2015-08-15,1516,3,1,Hertha,Augsburg,0,1,0,AugsburgHertha
1,2015-08-15,1516,1,0,Hannover,Darmstadt,2,2,0,DarmstadtHannover
1,2015-08-15,1516,0,0,M'gladbach,Dortmund,4,0,0,DortmundM'gladbach
1,2015-08-15,1516,0,0,Hoffenheim,Leverkusen,2,1,0,LeverkusenHoffenheim
1,2015-08-15,1516,3,1,Ingolstadt,Mainz,0,1,0,MainzIngolstadt
1,2015-08-15,1516,3,1,Schalke 04,Werder Bremen,0,3,0,Werder BremenSchalke 04
1,2015-08-16,1516,3,1,FC Koln,Stuttgart,1,3,0,StuttgartFC Koln
1,2015-08-16,1516,0,0,Ein Frankfurt,Wolfsburg,2,1,0,WolfsburgEin Frankfurt
2,2015-08-21,1516,1,0,Werder Bremen,Hertha,1,1,0,HerthaWerder Bremen
2,2015-08-22,1516,1,0,Augsburg,Ein Frankfurt,1,1,0,Ein FrankfurtAugsburg
2,2015-08-22,1516,1,0,Wolfsburg,FC Koln,1,1,0,FC KolnWolfsburg
2,2015-08-22,1516,0,0,Stuttgart,Hamburg,3,2,0,HamburgStuttgart
2,2015-08-22,1516,3,1,Leverkusen,Hannover,0,1,0,HannoverLeverkusen
2,2015-08-22,1516,3,1,Bayern Munich,Hoffenheim,1,2,0,HoffenheimBayern Munich
2,2015-08-22,1516,1,0,Darmstadt,Schalke 04,1,1,0,Schalke 04Darmstadt
2,2015-08-23,1516,3,1,Dortmund,Ingolstadt,0,4,0,IngolstadtDortmund
2,2015-08-23,1516,3,1,Mainz,M'gladbach,1,2,0,M'gladbachMainz
3,2015-08-28,1516,0,0,Schalke 04,Wolfsburg,3,0,0,WolfsburgSchalke 04
3,2015-08-29,1516,3,1,Ingolstadt,Augsburg,0,1,0,AugsburgIngolstadt
3,2015-08-29,1516,0,0,Leverkusen,Bayern Munich,3,0,0,Bayern MunichLeverkusen
3,2015-08-29,1516,1,0,Hoffenheim,Darmstadt,0,0,0,DarmstadtHoffenheim
3,2015-08-29,1516,0,0,Hamburg,FC Koln,2,1,0,FC KolnHamburg
3,2015-08-29,1516,0,0,Hannover,Mainz,3,0,0,MainzHannover
3,2015-08-29,1516,3,1,Ein Frankfurt,Stuttgart,1,4,0,StuttgartEin Frankfurt
3,2015-08-30,1516,0,0,Hertha,Dortmund,3,1,0,DortmundHertha
3,2015-08-30,1516,0,0,M'gladbach,Werder Bremen,2,1,0,Werder BremenM'gladbach
4,2015-09-11,1516,3,1,Hamburg,M'gladbach,0,3,0,M'gladbachHamburg
4,2015-09-12,1516,0,0,Augsburg,Bayern Munich,2,1,0,Bayern MunichAugsburg
4,2015-09-12,1516,0,0,FC Koln,Ein Frankfurt,6,2,0,Ein FrankfurtFC Koln
4,2015-09-12,1516,3,1,Dortmund,Hannover,2,4,0,HannoverDortmund
4,2015-09-12,1516,0,0,Stuttgart,Hertha,2,1,0,HerthaStuttgart
4,2015-09-12,1516,1,0,Wolfsburg,Ingolstadt,0,0,0,IngolstadtWolfsburg
4,2015-09-12,1516,3,1,Darmstadt,Leverkusen,0,1,0,LeverkusenDarmstadt
4,2015-09-13,1516,3,1,Werder Bremen,Hoffenheim,1,3,0,HoffenheimWerder Bremen
4,2015-09-13,1516,0,0,Mainz,Schalke 04,2,1,0,Schalke 04Mainz
5,2015-09-18,1516,0,0,Hoffenheim,Mainz,3,1,0,MainzHoffenheim
5,2015-09-19,1516,3,1,Bayern Munich,Darmstadt,0,3,0,DarmstadtBayern Munich
5,2015-09-19,1516,0,0,M'gladbach,FC Koln,1,0,0,FC KolnM'gladbach
5,2015-09-19,1516,1,0,Ein Frankfurt,Hamburg,0,0,0,HamburgEin Frankfurt
5,2015-09-19,1516,3,1,Ingolstadt,Werder Bremen,0,1,0,Werder BremenIngolstadt
5,2015-09-19,1516,0,0,Hertha,Wolfsburg,2,0,0,WolfsburgHertha
5,2015-09-20,1516,0,0,Hannover,Augsburg,2,0,0,AugsburgHannover
5,2015-09-20,1516,0,0,Leverkusen,Dortmund,3,0,0,DortmundLeverkusen
5,2015-09-20,1516,3,1,Schalke 04,Stuttgart,0,1,0,StuttgartSchalke 04
6,2015-09-22,1516,0,0,Wolfsburg,Bayern Munich,5,1,0,Bayern MunichWolfsburg
6,2015-09-22,1516,0,0,Werder Bremen,Darmstadt,2,1,0,DarmstadtWerder Bremen
6,2015-09-22,1516,0,0,FC Koln,Hertha,2,0,0,HerthaFC Koln
6,2015-09-22,1516,3,1,Hamburg,Ingolstadt,0,1,0,IngolstadtHamburg
6,2015-09-23,1516,3,1,Stuttgart,Hannover,1,3,0,HannoverStuttgart
6,2015-09-23,1516,1,0,Dortmund,Hoffenheim,1,1,0,HoffenheimDortmund
6,2015-09-23,1516,0,0,Mainz,Leverkusen,1,0,0,LeverkusenMainz
6,2015-09-23,1516,0,0,Augsburg,M'gladbach,4,2,0,M'gladbachAugsburg
6,2015-09-23,1516,0,0,Ein Frankfurt,Schalke 04,2,0,0,Schalke 04Ein Frankfurt
7,2015-09-25,1516,1,0,Ingolstadt,FC Koln,1,1,0,FC KolnIngolstadt
7,2015-09-26,1516,3,1,Hoffenheim,Augsburg,1,3,0,AugsburgHoffenheim
7,2015-09-26,1516,3,1,Schalke 04,Hamburg,0,1,0,HamburgSchalke 04
7,2015-09-26,1516,3,1,Bayern Munich,Mainz,0,3,0,MainzBayern Munich
7,2015-09-26,1516,3,1,M'gladbach,Stuttgart,1,3,0,StuttgartM'gladbach
7,2015-09-26,1516,3,1,Leverkusen,Werder Bremen,0,3,0,Werder BremenLeverkusen
7,2015-09-26,1516,1,0,Hannover,Wolfsburg,1,1,0,WolfsburgHannover
7,2015-09-27,1516,1,0,Darmstadt,Dortmund,2,2,0,DortmundDarmstadt
7,2015-09-27,1516,1,0,Hertha,Ein Frankfurt,1,1,0,Ein FrankfurtHertha
8,2015-10-02,1516,3,1,Mainz,Darmstadt,2,3,0,DarmstadtMainz
8,2015-10-03,1516,0,0,Werder Bremen,Hannover,1,0,0,HannoverWerder Bremen
8,2015-10-03,1516,0,0,Hamburg,Hertha,3,0,0,HerthaHamburg
8,2015-10-03,1516,1,0,Stuttgart,Hoffenheim,2,2,0,HoffenheimStuttgart
8,2015-10-03,1516,0,0,Ein Frankfurt,Ingolstadt,2,0,0,IngolstadtEin Frankfurt
8,2015-10-03,1516,0,0,Wolfsburg,M'gladbach,2,0,0,M'gladbachWolfsburg
8,2015-10-04,1516,0,0,Dortmund,Bayern Munich,5,1,0,Bayern MunichDortmund
8,2015-10-04,1516,1,0,Augsburg,Leverkusen,1,1,0,LeverkusenAugsburg
8,2015-10-04,1516,3,1,FC Koln,Schalke 04,0,3,0,Schalke 04FC Koln
9,2015-10-16,1516,3,1,Dortmund,Mainz,0,2,0,MainzDortmund
9,2015-10-17,1516,3,1,Darmstadt,Augsburg,0,2,0,AugsburgDarmstadt
9,2015-10-17,1516,3,1,M'gladbach,Ein Frankfurt,1,5,0,Ein FrankfurtM'gladbach
9,2015-10-17,1516,1,0,Leverkusen,Hamburg,0,0,0,HamburgLeverkusen
9,2015-10-17,1516,0,0,Hertha,Schalke 04,2,1,0,Schalke 04Hertha
9,2015-10-17,1516,3,1,Bayern Munich,Werder Bremen,0,1,0,Werder BremenBayern Munich
9,2015-10-17,1516,0,0,Hoffenheim,Wolfsburg,4,2,0,WolfsburgHoffenheim
9,2015-10-18,1516,3,1,Hannover,FC Koln,0,1,0,FC KolnHannover
9,2015-10-18,1516,0,0,Ingolstadt,Stuttgart,1,0,0,StuttgartIngolstadt
10,2015-10-23,1516,3,1,Hamburg,Hoffenheim,0,1,0,HoffenheimHamburg
10,2015-10-24,1516,0,0,FC Koln,Bayern Munich,4,0,0,Bayern MunichFC Koln
10,2015-10-24,1516,3,1,Wolfsburg,Darmstadt,0,1,0,DarmstadtWolfsburg
10,2015-10-24,1516,3,1,Ein Frankfurt,Hannover,1,2,0,HannoverEin Frankfurt
